CustomerID,Product,Price,Quantity,PurchaseDate
28,Camera,479.49,3,2024-03-01 05:32:02
28,Headphones,513.88,2,2023-07-10 13:39:15
29,Laptop,493.58,2,2024-01-26 21:57:59
29,Shoes,106.87,3,2023-07-07 12:20:07
29,Watch,195.08,2,2023-08-06 13:10:26
29,Shoes,572.39,3,2023-08-30 01:20:26
30,Camera,433.69,1,2023-10-08 00:26:49
30,Laptop,178.01,1,2023-10-25 10:48:28
30,Jacket,516.52,1,2023-11-24 10:53:13
31,Watch,346.55,3,2024-03-27 15:21:28
31,Headphones,420.99,3,2023-09-12 00:25:54
32,Watch,110.85,2,2023-06-02 09:12:54
32,Headphones,676.25,1,2024-03-31 08:08:48
32,Laptop,592.45,3,2023-11-14 12:35:01
33,Camera,820.51,3,2023-07-31 11:19:03
34,Camera,80.41,2,2023-12-15 20:09:27
34,Headphones,700.91,1,2024-04-02 21:45:34
34,Watch,835.48,1,2024-03-15 03:05:48
34,Watch,623.7,1,2023-07-11 04:29:09
34,Shoes,585.26,1,2024-02-04 02:11:39
35,Laptop,901.55,2,2023-07-17 20:53:27
35,Watch,150.37,3,2024-01-12 00:51:23
36,Shoes,941.05,3,2023-12-07 15:44:12
37,Camera,158.2,1,2023-05-24 15:10:40
37,Laptop,993.18,2,2024-04-28 07:41:45
37,Jacket,463.36,2,2023-10-12 15:44:54
37,Camera,222.61,2,2023-08-31 08:56:00
38,Smartphone,209.82,3,2023-07-06 20:05:02
38,Watch,321.69,2,2024-01-08 22:43:02
39,Jacket,861.69,1,2023-09-11 08:37:15
39,Camera,651.96,2,2024-04-27 03:28:38
39,Smartphone,312.63,2,2023-07-28 06:03:23
39,Shoes,519.9,3,2023-09-17 06:27:10
40,Jacket,181.08,1,2024-05-02 13:13:18
40,Smartphone,594.33,1,2024-01-21 14:44:11
40,Watch,294.24,1,2023-11-05 19:51:54
40,Headphones,139.28,2,2024-02-24 09:37:19
40,Smartphone,914.43,1,2023-10-09 12:01:29
41,Camera,390.64,3,2023-11-22 18:12:43
41,Camera,765.59,2,2023-07-06 17:27:17
41,Camera,777.76,3,2023-11-17 22:41:00
41,Watch,799.3,1,2023-12-07 09:08:48
42,Camera,163.96,2,2023-09-09 02:07:04
42,Shoes,490.91,3,2023-11-25 14:34:57
42,Laptop,258.8,3,2024-03-14 02:04:59
43,Camera,866.63,3,2024-01-09 08:06:04
43,Jacket,202.39,2,2023-08-03 09:46:39
43,Watch,283.43,2,2023-10-25 02:13:26
43,Laptop,902.64,2,2023-06-02 09:43:30
43,Shoes,601.73,2,2023-06-20 22:53:06
44,Headphones,384.05,1,2023-11-13 02:21:49
44,Shoes,278.14,3,2023-06-06 13:34:11
44,Laptop,988.84,2,2024-02-03 03:04:14
45,Watch,583.12,1,2023-06-20 11:21:58
45,Laptop,139.28,1,2024-04-28 07:20:54
46,Headphones,173.18,1,2024-01-16 20:08:25
47,Smartphone,450.39,1,2023-11-06 23:34:36
47,Smartphone,861.1,3,2024-03-13 14:52:08
47,Camera,824.07,1,2023-11-20 09:38:51
48,Shoes,893.13,2,2023-09-29 12:00:46
48,Jacket,933.19,2,2023-06-20 08:08:44
49,Smartphone,532.91,3,2023-10-29 00:21:27
49,Watch,318.64,3,2024-01-29 10:55:50
49,Laptop,378.32,3,2024-02-15 10:00:09
49,Laptop,585.2,3,2023-10-12 22:43:08
49,Laptop,485.22,2,2024-01-19 07:50:12
50,Headphones,306.63,2,2023-09-12 18:59:19
50,Smartphone,979.78,1,2024-05-07 13:33:28
50,Headphones,68.4,2,2024-02-18 09:57:28
50,Shoes,940.0,2,2024-04-09 10:22:56
50,Laptop,326.87,3,2023-09-09 20:00:36
51,Smartphone,239.44,3,2023-10-10 14:58:25
52,Smartphone,52.59,1,2023-11-08 09:21:01
52,Headphones,221.46,3,2024-02-26 11:10:27
53,Headphones,628.82,2,2023-10-05 19:32:43
54,Smartphone,243.66,2,2023-08-01 22:26:57
54,Camera,56.4,3,2023-12-27 05:59:04
54,Camera,70.6,1,2024-03-02 05:50:36
54,Jacket,899.99,1,2024-04-07 19:04:36
55,Camera,786.54,1,2023-12-18 20:35:42
56,Camera,323.33,2,2023-07-09 14:42:52
57,Shoes,589.63,2,2023-10-31 08:36:58
57,Laptop,782.51,1,2023-12-11 03:26:36
57,Headphones,764.8,2,2024-01-31 00:00:53
57,Smartphone,201.06,2,2024-01-16 13:07:28
57,Headphones,739.03,1,2023-07-03 17:53:09
58,Headphones,770.87,2,2023-09-22 10:10:18
58,Camera,539.79,3,2023-06-24 03:24:20
58,Headphones,403.29,2,2024-03-22 13:50:02
58,Shoes,580.2,1,2024-01-07 12:51:49
59,Watch,114.4,2,2024-05-09 00:28:32
59,Watch,846.11,1,2023-12-01 22:29:20
59,Laptop,583.42,1,2023-10-22 12:51:08
60,Camera,182.06,1,2023-07-14 08:30:46
60,Watch,216.93,2,2024-03-04 14:02:27
60,Laptop,695.16,1,2023-10-18 12:20:27
60,Laptop,605.32,1,2024-04-30 21:58:21
60,Watch,508.09,3,2024-02-08 08:35:41
61,Camera,948.0,2,2024-04-24 20:30:44
62,Watch,177.73,2,2023-09-24 21:15:13
62,Headphones,596.92,1,2023-06-06 01:44:27
62,Smartphone,178.38,3,2024-01-07 09:27:17
62,Shoes,416.36,1,2024-04-07 20:33:28
62,Laptop,432.23,3,2024-04-14 00:06:27
63,Headphones,769.92,1,2023-06-05 09:33:40
63,Laptop,557.76,1,2023-07-25 20:38:44
64,Shoes,377.38,1,2023-10-02 13:21:47
64,Watch,313.78,3,2024-03-20 15:37:34
64,Smartphone,626.06,1,2023-09-05 20:02:53
64,Smartphone,673.29,1,2023-07-06 15:56:36
64,Shoes,164.02,1,2023-08-19 20:43:58
65,Watch,382.42,3,2024-04-18 14:17:08
65,Laptop,646.44,1,2023-05-16 09:34:06
65,Headphones,881.0,1,2024-03-27 21:09:32
66,Camera,104.18,2,2024-04-05 00:04:36
66,Smartphone,109.35,2,2024-04-22 13:23:21
67,Camera,67.87,2,2023-11-11 00:16:31
67,Smartphone,859.38,3,2023-11-23 19:53:40
67,Smartphone,980.28,2,2023-12-12 15:54:20
67,Jacket,639.17,2,2023-11-05 15:13:45
67,Headphones,883.67,1,2023-12-16 15:00:03
68,Shoes,865.39,1,2024-05-04 05:55:05
69,Watch,439.66,1,2023-08-25 15:12:46
69,Jacket,781.78,1,2023-11-17 21:01:54
69,Shoes,786.04,1,2023-05-16 12:21:44
69,Headphones,152.31,3,2024-03-10 05:55:23
70,Smartphone,609.07,1,2023-07-09 11:52:49
70,Watch,845.17,1,2023-12-08 18:47:48
71,Shoes,607.05,2,2023-12-03 22:47:18
71,Watch,51.99,2,2023-12-26 21:11:13
72,Shoes,93.11,1,2024-04-29 11:05:55
72,Watch,793.12,3,2023-07-09 04:13:22
72,Camera,171.35,3,2023-10-05 08:58:46
73,Camera,917.19,1,2024-02-01 09:35:18
73,Smartphone,379.35,3,2023-09-02 02:41:56
73,Watch,795.3,1,2023-06-25 23:20:27
73,Headphones,149.12,1,2023-08-05 14:01:48
73,Smartphone,171.94,2,2023-12-28 23:39:14
74,Headphones,632.72,2,2024-03-27 14:48:53
74,Smartphone,623.85,1,2023-12-03 21:04:57
74,Headphones,619.37,2,2023-11-19 19:35:08
75,Headphones,784.64,2,2024-03-30 19:06:14
75,Camera,57.76,3,2023-11-22 05:37:55
75,Laptop,849.64,3,2023-10-31 04:39:01
75,Headphones,663.55,2,2023-08-03 22:29:18
75,Laptop,86.46,2,2024-04-30 17:20:18
76,Jacket,165.59,2,2023-10-28 10:00:53
76,Laptop,345.52,3,2024-01-27 03:34:12
76,Shoes,94.8,2,2024-01-20 12:44:20
76,Watch,352.59,2,2024-03-30 03:23:58
76,Smartphone,253.78,3,2023-11-16 09:28:36
77,Shoes,890.54,1,2023-05-18 02:57:59
77,Watch,425.14,1,2024-01-08 07:43:17
77,Watch,550.57,2,2024-04-15 06:31:16
78,Watch,238.24,3,2023-12-20 07:52:30
78,Smartphone,737.88,2,2024-03-15 02:31:43
79,Jacket,154.35,2,2024-05-03 03:54:50
80,Jacket,211.48,2,2024-01-11 06:50:56
80,Camera,840.06,2,2024-03-27 07:29:07
80,Jacket,461.31,3,2024-02-25 20:11:52
81,Camera,619.32,1,2023-12-22 11:51:20
81,Jacket,703.67,3,2024-04-14 14:13:36
81,Laptop,391.72,2,2024-01-19 20:37:04
81,Shoes,970.11,3,2023-06-03 11:49:02
81,Jacket,229.55,1,2023-09-17 05:34:35
82,Headphones,695.28,1,2023-08-14 16:17:23
82,Smartphone,929.35,1,2023-11-07 21:47:43
82,Headphones,646.3,2,2024-04-12 12:09:20
83,Shoes,926.12,1,2024-05-09 04:41:35
83,Shoes,165.62,3,2023-09-28 15:14:54
84,Camera,407.79,2,2023-10-31 07:45:41
84,Camera,509.44,3,2024-02-16 02:32:43
84,Camera,75.85,2,2024-03-18 08:22:15
84,Watch,876.73,3,2023-06-22 01:18:26
85,Shoes,486.52,2,2024-01-04 13:52:10
86,Laptop,508.97,2,2023-10-19 18:14:11
86,Smartphone,301.2,3,2024-03-22 11:45:56
86,Shoes,937.5,1,2023-07-22 11:28:49
86,Shoes,187.68,1,2023-09-07 01:22:01
87,Laptop,811.3,1,2023-12-18 13:39:35
87,Laptop,72.41,1,2023-10-27 07:36:17
87,Smartphone,214.28,1,2023-06-06 02:22:30
87,Headphones,956.7,2,2024-01-25 03:39:39
87,Laptop,104.46,3,2023-08-28 16:02:50
88,Headphones,570.3,2,2023-12-08 11:35:54
88,Watch,726.7,2,2023-07-02 16:48:03
88,Shoes,455.2,3,2023-08-20 00:07:20
88,Watch,894.92,3,2024-03-26 05:31:00
88,Jacket,100.88,3,2024-04-27 20:49:54
89,Laptop,353.98,2,2023-07-25 06:35:06
89,Jacket,626.79,2,2024-02-04 00:50:41
90,Shoes,317.33,2,2023-07-01 11:46:58
90,Smartphone,290.64,1,2024-04-13 17:34:56
90,Smartphone,701.98,1,2024-02-13 10:52:54
91,Laptop,737.32,1,2023-06-21 20:15:32
91,Watch,294.86,3,2024-02-05 10:43:12
91,Smartphone,240.75,3,2024-01-27 23:40:40
91,Shoes,122.12,3,2024-02-01 23:48:53
92,Laptop,919.46,3,2023-09-07 05:41:02
92,Camera,453.82,2,2024-02-03 19:30:02
92,Headphones,402.98,3,2023-08-12 19:38:55
92,Shoes,95.41,1,2024-01-20 01:49:39
92,Watch,784.89,2,2023-07-12 15:21:10
93,Headphones,960.18,1,2024-04-15 05:20:12
93,Smartphone,241.42,1,2024-01-22 11:22:23
93,Headphones,938.33,1,2023-10-08 15:54:44
93,Jacket,953.21,2,2023-05-29 07:15:17
93,Headphones,752.72,2,2024-04-11 08:02:03
94,Smartphone,170.4,2,2023-05-18 22:17:29
94,Headphones,592.52,3,2024-03-25 03:01:07
94,Jacket,567.18,2,2023-06-05 22:44:07
94,Laptop,344.0,1,2024-01-12 13:28:30
95,Camera,387.19,2,2024-03-16 03:51:49
95,Shoes,719.98,2,2023-08-01 18:44:48
95,Jacket,933.7,1,2024-01-08 01:16:37
95,Headphones,935.51,1,2023-10-14 06:11:11
96,Laptop,350.23,3,2024-02-12 13:32:02
96,Smartphone,55.2,1,2023-08-10 08:56:05
97,Shoes,314.76,1,2023-11-22 23:16:23
97,Shoes,187.11,3,2023-07-07 07:32:27
97,Shoes,938.38,2,2024-03-19 02:57:44
97,Laptop,723.39,2,2023-09-30 18:07:06
98,Smartphone,729.1,1,2023-09-03 17:44:56
98,Camera,621.7,1,2023-09-13 11:59:17
98,Headphones,279.36,3,2023-05-27 01:20:02
98,Jacket,603.54,1,2024-02-15 01:15:27
98,Camera,520.57,1,2023-11-12 19:01:59
99,Laptop,339.69,2,2023-12-14 15:58:13
100,Laptop,319.61,1,2023-11-01 17:04:28
100,Smartphone,674.38,1,2023-10-04 17:33:43
100,Jacket,940.68,3,2024-03-31 17:22:48
101,Headphones,231.35,3,2024-01-22 21:50:00
101,Camera,528.75,3,2024-02-21 00:42:05
101,Watch,919.92,2,2023-10-23 22:23:59
101,Jacket,464.14,2,2024-03-20 17:08:06
102,Smartphone,340.16,1,2023-06-19 08:11:38
102,Headphones,958.05,2,2023-07-11 15:38:54
102,Headphones,57.6,2,2023-07-14 01:14:00
103,Headphones,115.96,2,2023-08-31 21:49:09
103,Shoes,270.52,2,2023-10-22 19:45:26
103,Jacket,433.51,2,2023-12-21 18:16:28
103,Smartphone,113.3,1,2024-04-19 22:33:12
103,Laptop,756.64,3,2023-08-09 10:22:09
104,Watch,865.93,1,2023-12-22 09:10:13
104,Laptop,902.02,1,2024-03-02 20:27:56
104,Laptop,140.98,2,2023-05-27 22:04:45
105,Camera,511.38,1,2023-10-30 02:25:34
105,Shoes,722.72,2,2023-05-25 12:33:26
105,Laptop,197.93,3,2023-11-30 12:54:03
105,Smartphone,144.98,2,2024-03-25 08:12:01
105,Camera,914.46,2,2023-09-24 19:49:14
106,Camera,144.6,3,2024-04-26 10:35:15
106,Smartphone,682.83,3,2023-08-19 00:52:46
106,Smartphone,187.32,1,2023-07-22 15:34:34
106,Camera,584.04,1,2024-04-28 15:58:34
107,Jacket,413.21,3,2024-03-27 20:48:25
107,Laptop,706.0,1,2024-01-21 06:26:47
107,Jacket,443.82,1,2023-08-15 04:48:11
107,Camera,115.51,2,2024-03-01 12:11:39
107,Smartphone,160.46,2,2024-03-15 08:02:07
108,Laptop,135.2,1,2023-05-15 14:16:14
108,Headphones,111.65,1,2023-12-10 11:43:06
109,Jacket,930.52,2,2024-04-29 06:27:37
110,Watch,516.72,3,2024-01-12 04:10:29
110,Laptop,541.31,3,2024-03-13 00:58:40
110,Watch,955.99,2,2023-10-10 21:25:54
110,Jacket,461.84,2,2024-02-12 07:51:52
111,Headphones,499.39,2,2024-02-28 19:20:21
111,Shoes,66.05,2,2023-12-28 18:17:01
111,Watch,79.95,1,2023-07-15 08:37:00
111,Camera,592.15,2,2023-10-25 13:45:28
111,Jacket,116.62,1,2023-12-16 10:13:41
112,Camera,238.93,1,2024-01-29 17:39:15
112,Shoes,665.17,2,2023-09-22 01:06:56
113,Laptop,93.7,2,2023-12-19 14:23:40
113,Jacket,399.91,1,2023-12-07 07:42:20
114,Shoes,127.3,1,2024-01-19 05:18:50
114,Shoes,338.65,3,2023-06-28 16:00:17
114,Camera,362.31,2,2023-09-24 19:41:38
114,Smartphone,634.03,3,2023-08-19 15:00:51
115,Jacket,84.4,2,2023-07-23 06:38:44
115,Camera,396.25,1,2023-11-12 23:07:50
116,Watch,193.58,3,2024-04-09 23:23:16
116,Headphones,716.12,2,2023-12-24 19:19:45
117,Jacket,992.55,1,2023-12-09 12:25:56
118,Shoes,800.38,2,2023-10-22 03:43:40
118,Laptop,249.15,3,2023-10-26 21:17:36
118,Jacket,518.8,2,2023-05-16 16:49:18
118,Watch,361.16,2,2023-05-29 15:43:32
118,Smartphone,291.05,2,2024-03-20 02:26:04
119,Jacket,413.18,1,2023-07-18 14:03:29
120,Laptop,330.42,1,2024-01-02 00:36:17
121,Shoes,899.52,2,2023-07-11 09:29:46
121,Laptop,310.54,1,2023-06-10 21:34:21
122,Smartphone,881.0,1,2024-01-17 20:21:10
123,Watch,833.49,1,2023-10-20 14:20:49
123,Laptop,411.2,1,2024-02-08 01:03:11
123,Headphones,181.34,1,2024-03-08 10:52:28
123,Camera,397.21,1,2023-08-10 11:20:20
124,Watch,568.25,3,2023-07-07 15:56:08
124,Watch,591.76,1,2024-03-07 08:57:25
125,Jacket,328.3,3,2023-08-19 20:58:24
125,Jacket,70.33,2,2024-02-20 10:14:07
126,Shoes,895.15,2,2024-01-29 05:23:33
126,Jacket,666.62,3,2023-07-04 20:54:01
127,Shoes,84.38,2,2024-01-21 10:45:57
127,Jacket,996.83,3,2023-10-26 20:27:04
128,Shoes,229.24,1,2024-01-16 08:34:29
128,Smartphone,460.12,3,2023-11-29 21:58:33
128,Headphones,265.19,1,2024-02-22 15:24:09
129,Watch,639.39,3,2023-07-06 00:18:32
129,Smartphone,732.56,1,2024-03-11 17:21:15
129,Camera,890.35,2,2023-06-19 12:48:34
130,Watch,526.37,2,2024-02-14 23:32:59
130,Camera,422.99,1,2023-06-14 22:10:50
130,Jacket,164.18,2,2024-02-10 16:10:51
130,Camera,743.45,1,2023-12-14 19:23:34
130,Shoes,502.31,1,2024-01-14 19:08:54
131,Camera,783.32,1,2023-12-07 13:33:27
131,Laptop,702.68,1,2024-03-09 16:34:51
131,Headphones,743.27,1,2023-06-08 01:23:40
132,Watch,98.71,1,2023-12-28 17:10:42
132,Jacket,191.43,2,2023-09-24 04:44:09
132,Headphones,619.09,3,2023-06-14 18:39:35
132,Smartphone,459.58,2,2024-05-09 10:15:29
132,Shoes,956.46,2,2023-11-16 17:04:18
133,Watch,615.08,3,2023-09-02 00:48:28
133,Camera,316.26,3,2024-03-30 13:28:23
134,Smartphone,195.9,2,2023-11-01 00:34:48
134,Laptop,565.27,1,2024-05-06 20:38:23
135,Watch,453.28,1,2024-03-23 01:11:41
135,Watch,765.99,2,2023-09-27 23:39:10
135,Smartphone,273.3,2,2024-04-26 15:19:10
135,Headphones,600.78,3,2023-12-25 16:15:59
135,Jacket,900.18,3,2024-04-04 04:32:18
136,Jacket,55.56,2,2024-03-26 21:30:25
136,Smartphone,75.47,2,2023-07-14 17:49:48
136,Jacket,867.97,3,2024-04-25 01:33:58
137,Laptop,839.67,1,2023-08-17 06:49:37
138,Laptop,241.95,3,2023-12-24 11:11:41
138,Jacket,156.38,2,2024-01-16 05:10:55
138,Smartphone,575.71,1,2023-11-10 19:23:22
138,Shoes,914.63,2,2023-05-14 16:54:11
138,Watch,170.27,3,2023-09-23 15:55:29
139,Smartphone,335.95,3,2023-12-20 23:56:08
139,Laptop,632.25,3,2023-06-10 20:09:28
139,Headphones,258.58,1,2023-07-22 15:27:54
140,Shoes,613.31,2,2023-06-06 10:02:11
140,Camera,721.01,3,2023-12-12 08:38:53
140,Headphones,138.48,1,2023-06-01 11:49:20
140,Jacket,272.32,1,2023-09-30 02:40:16
140,Headphones,781.4,3,2023-05-31 13:11:08
141,Smartphone,263.29,3,2023-07-12 08:22:41
141,Smartphone,974.01,1,2024-03-28 13:03:12
142,Shoes,510.19,1,2024-04-13 18:16:49
143,Laptop,185.8,2,2023-07-16 01:03:25
143,Jacket,487.58,2,2023-09-10 18:14:20
143,Headphones,199.4,2,2023-09-07 18:10:01
144,Camera,358.63,2,2024-01-31 00:13:03
144,Jacket,416.8,3,2024-02-19 17:03:00
144,Jacket,777.37,3,2024-04-27 06:59:18
144,Watch,656.47,3,2023-07-22 13:43:44
145,Shoes,194.82,2,2024-04-30 04:34:56
145,Shoes,891.53,2,2023-10-19 10:00:23
145,Smartphone,236.43,3,2023-11-01 23:19:56
145,Camera,947.16,3,2023-10-05 05:09:42
146,Jacket,762.86,2,2023-12-30 09:54:09
147,Headphones,949.02,2,2023-11-16 19:40:17
147,Jacket,621.02,1,2024-03-09 23:52:09
148,Camera,736.24,3,2023-05-18 20:02:08
148,Shoes,425.43,1,2023-06-02 22:25:06
148,Camera,912.0,3,2023-07-03 15:11:24
148,Shoes,300.64,3,2023-11-20 19:24:50
149,Watch,808.15,2,2024-01-18 18:17:58
149,Shoes,967.32,2,2023-07-05 07:28:27
149,Headphones,893.43,2,2024-01-25 18:49:02
149,Laptop,667.36,3,2023-12-03 15:55:17
149,Laptop,574.89,1,2024-01-02 02:37:24
150,Headphones,408.54,2,2023-08-29 04:06:10
150,Smartphone,384.41,2,2024-03-10 20:10:27
150,Smartphone,876.66,3,2023-05-21 22:21:56
151,Watch,648.25,2,2023-10-20 19:55:24
152,Headphones,388.57,1,2024-02-17 23:32:53
152,Camera,350.18,1,2023-08-31 08:46:54
152,Laptop,669.42,2,2023-11-26 01:00:28
153,Headphones,641.8,1,2024-01-08 20:50:07
153,Smartphone,145.28,3,2024-02-23 15:24:15
153,Camera,986.8,3,2024-02-29 08:42:19
153,Headphones,184.47,2,2024-05-12 18:34:07
153,Smartphone,482.05,1,2024-05-05 08:21:11
154,Shoes,174.01,3,2023-11-23 01:10:49
154,Headphones,241.98,3,2024-05-08 13:02:56
154,Laptop,998.3,2,2023-10-01 03:35:59
154,Smartphone,335.33,2,2023-12-07 00:51:22
155,Jacket,561.7,2,2023-12-06 05:25:50
155,Laptop,856.43,2,2023-08-16 21:39:39
155,Shoes,812.38,2,2023-12-01 09:47:42
156,Laptop,67.62,1,2024-04-12 10:43:22
157,Headphones,627.0,1,2023-10-06 13:55:20
158,Laptop,344.05,2,2023-06-08 23:54:12
158,Laptop,396.88,1,2023-12-20 10:52:17
158,Jacket,278.29,2,2024-03-18 05:07:10
158,Headphones,842.58,2,2023-09-01 10:55:12
159,Smartphone,416.81,1,2024-04-15 10:18:36
159,Shoes,130.81,3,2023-11-25 06:26:47
160,Camera,123.02,2,2024-05-10 22:35:55
160,Smartphone,600.07,3,2023-07-29 19:09:15
161,Camera,104.48,1,2023-11-24 15:59:56
161,Jacket,747.67,1,2023-08-10 19:12:49
162,Laptop,409.72,3,2023-10-28 13:25:31
163,Jacket,815.97,3,2023-07-29 14:21:29
164,Jacket,704.23,2,2023-09-30 19:16:07
164,Watch,888.55,1,2024-01-03 06:23:58
164,Smartphone,853.06,3,2023-08-22 12:11:56
165,Shoes,934.3,3,2023-06-18 21:15:06
165,Watch,982.53,2,2023-06-26 01:00:43
166,Watch,884.41,3,2023-11-26 05:34:30
166,Jacket,502.06,1,2023-08-23 00:08:40
167,Camera,401.68,3,2023-05-29 14:50:44
167,Camera,455.75,1,2023-12-12 15:21:25
167,Shoes,979.02,1,2024-02-07 13:50:16
167,Headphones,792.19,2,2023-10-10 14:11:22
167,Smartphone,612.37,2,2023-07-21 18:30:40
168,Watch,126.72,3,2023-10-07 09:37:19
168,Watch,402.89,3,2023-11-29 15:18:35
169,Smartphone,473.86,1,2024-04-19 09:37:40
169,Smartphone,755.92,3,2023-11-05 03:17:57
169,Jacket,719.68,3,2023-08-21 11:33:34
169,Laptop,441.25,2,2024-01-09 08:25:56
169,Smartphone,228.71,1,2024-03-13 20:42:22
170,Laptop,85.38,2,2023-06-21 14:00:16
170,Watch,880.47,1,2023-07-21 14:28:29
170,Shoes,896.74,3,2023-06-05 20:36:28
170,Laptop,932.17,3,2024-02-04 14:23:34
170,Laptop,336.41,3,2023-09-07 16:41:05
171,Shoes,699.08,3,2023-06-19 17:11:29
171,Camera,301.04,1,2023-09-07 00:17:55
171,Laptop,105.92,2,2023-09-30 03:24:36
171,Headphones,623.72,2,2023-06-13 16:45:58
171,Smartphone,50.14,2,2023-09-08 20:42:57
172,Laptop,805.36,1,2024-05-02 20:19:17
172,Camera,619.11,1,2023-12-10 08:23:41
172,Camera,108.24,3,2023-07-04 09:23:31
173,Jacket,225.96,3,2023-09-17 14:09:05
173,Shoes,733.33,3,2024-01-18 05:48:28
173,Watch,832.47,3,2023-08-31 22:47:47
173,Headphones,569.0,3,2024-04-09 17:37:41
173,Shoes,830.38,1,2024-02-09 14:33:52
174,Jacket,449.2,3,2024-03-27 00:53:31
174,Watch,925.7,1,2023-07-17 17:22:23
